,title,price,link,shop_url,location
0,3 Sizes Crochet Dog pullover Sweater in ARAN Yarn **PDF Instant Download** Pattern ONLY,3.75,https://www.etsy.com/listing/846835012/3-sizes-crochet-dog-pullover-sweater-in?click_key=705fced70f4836f135bea27e7fa84daf7a50c589%3A846835012&click_sum=3338d2d3&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-1-1&pop=1,https://www.etsy.com/shop/OpulentEssenceStore?ref=l2-about-shopname,"Kelty, United Kingdom"
1,Icelandic Dog Sweater - lopapeysa - wool,54.57,https://www.etsy.com/listing/1061069109/icelandic-dog-sweater-lopapeysa-wool?click_key=a28b0b38bab702b8f9ecb9d77a3904b4dc9b84ae%3A1061069109&click_sum=e26ea1fc&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-1-2&frs=1&sts=1,https://www.etsy.com/shop/Anganora?ref=l2-about-shopname,"Reykjavik, Iceland"
2,PDF Instant Digital Download 4 dog coats knitting pattern double knit and chunky (2505),1.93,https://www.etsy.com/listing/996932212/pdf-instant-digital-download-4-dog-coats?click_key=0b5c23bf3187ef00854bf521f632d1cfd7a0e4b2%3A996932212&click_sum=838faf4d&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-1-3&pop=1&sts=1,https://www.etsy.com/shop/PatternsFromDaisylin?ref=l2-about-shopname,"Wales, United Kingdom"
3,"Dog sweater pattern, Small and Medium dog sweater pattern, Pet stripe sweater crochet pattern, Cat crochet pattern, Sphynx cat sweater.",3.06,https://www.etsy.com/listing/1086884296/dog-sweater-pattern-small-and-medium-dog?click_key=9e74eeb5c9e3948c5b92392a489c378eb4a721fb%3A1086884296&click_sum=e0174e41&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-1-4&pro=1&sts=1,https://www.etsy.com/shop/CuteOutfitForDogs?ref=l2-about-shopname,Latvia
4,Maglioncino 100% cashmere “Loro Piana”  per cani di piccola taglia handmade made in Italy cane piccolo small dog teacup jumper dog sweater,52.62,https://www.etsy.com/listing/809378141/maglioncino-100-cashmere-loro-piana-per?click_key=13abb341339f7eca21966a1d2f48f3065e75e90e%3A809378141&click_sum=38b12a31&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-1-5,https://www.etsy.com/shop/bebamazzanti66?ref=l2-about-shopname,"City of London, United Kingdom"
5,"Cable Knit Dog Overall, Knitted Dog Sweater, Designer Dog clothes, Pet Clothing, Dog Top and Bottom, Gray Dog Pullover, Turtleneck Sweater",32.40,https://www.etsy.com/listing/209705661/cable-knit-dog-overall-knitted-dog?click_key=45f35f6d3476d6eff6e7859f342a5f77620da45f%3A209705661&click_sum=899eeae9&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-1-6&pro=1&sts=1,https://www.etsy.com/shop/BubaDog?ref=l2-about-shopname,Europe
6,"knitting pattern, dogs coat, 3 dog coats in 3 sizes each, pdf, digital download, instant download",1.38,https://www.etsy.com/listing/544363757/knitting-pattern-dogs-coat-3-dog-coats?click_key=c139de949d493cdb863f0e6cbc9204a7c7daec87%3A544363757&click_sum=83cad02d&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-1-7&bes=1,https://www.etsy.com/shop/Peachdesigncreate?ref=l2-about-shopname,"Stoke-on-Trent, United Kingdom"
7,Easy Dog Sweater Crochet Pattern | Pink Grey Dog Jumper | Beginner | Instant Digital Download PDF Pattern,4.51,https://www.etsy.com/listing/1108800798/easy-dog-sweater-crochet-pattern-pink?click_key=b79c50b3e355e53a6b32fcdd0cd9a9a35582e230%3A1108800798&click_sum=46ac0a53&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-1-8&bes=1,https://www.etsy.com/shop/CrochetByKirby?ref=l2-about-shopname,"Leeds, United Kingdom"
8,PDF Crochet Pattern - Minnie’s turtleneck dog sweater- small dog / puppy clothes,3.13,https://www.etsy.com/listing/939768981/pdf-crochet-pattern-minnies-turtleneck?click_key=7490a52b6637c2cfa8638e6a22df0b25d7d8e701%3A939768981&click_sum=0584cc3d&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_grid-121331-2-1&sts=1,https://www.etsy.com/shop/MemoryLaneCrochetPDF?ref=l2-about-shopname,"Swansea, United Kingdom"
9,Christmas wool dog sweater - wool dog sweater- Christmas dog jumper- small dog jumper - handknitted dog sweater- small dog sweater,48.27,https://www.etsy.com/listing/902570176/christmas-wool-dog-sweater-wool-dog?click_key=34db6f853431ac6a9ae6dc5ecea9c51b8d1c5419%3A902570176&click_sum=59067f7d&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_grid-121331-2-2,https://www.etsy.com/shop/Pupperito?ref=l2-about-shopname,"Copenhagen, Denmark"
10,"44 Dog Clothes Patterns for All Sizes  - Create Individual Pattern for Your Pet - Shirt, Dress, Coat, Polo, Jacket, Overall Sewing Patterns",14.39,https://www.etsy.com/listing/973764441/44-dog-clothes-patterns-for-all-sizes?click_key=94da61ba4f6aecd343a4a79ff017a7fd5e966be4%3A973764441&click_sum=4a4459fe&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_grid-121331-2-3&pro=1,https://www.etsy.com/shop/PatternsByLara?ref=l2-about-shopname,Ukraine
11,"Dinosaur knitted jumper for small dogs, dinosaur sweater for dog, dachshund dinosaur sweater for dogs",30.00,https://www.etsy.com/listing/658472502/dinosaur-knitted-jumper-for-small-dogs?click_key=f3fe26363e288f8fb8e3abd0184dc9422ed7804f%3A658472502&click_sum=c17c0696&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_grid-121331-2-4&sts=1,https://www.etsy.com/shop/dachshundknits?ref=l2-about-shopname,"Kyiv, Ukraine"
12,Nonbinari flag knit dog sweater Rainbow striped cat cardigan Pride pet Pride gifts for pets,44.00,https://www.etsy.com/listing/1248950621/nonbinari-flag-knit-dog-sweater-rainbow?click_key=4d3926e627cbfd26cd21080337510c23daeaaf07%3A1248950621&click_sum=70332fdd&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_grid-121331-2-5&sts=1,https://www.etsy.com/shop/PrettyPetSweater?ref=l2-about-shopname,Ukraine
13,3 Sizes Crochet Dog pullover Sweater in ARAN Yarn **PDF Instant Download** Pattern ONLY,3.75,https://www.etsy.com/listing/846835012/3-sizes-crochet-dog-pullover-sweater-in?click_key=6545db62a72b242612e6f22d9b744eb677cfcbe1%3A846835012&click_sum=d080b708&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-1-1&pop=1,https://www.etsy.com/shop/OpulentEssenceStore?ref=l2-about-shopname,"Kelty, United Kingdom"
14,PDF Instant Digital Download 4 dog coats knitting pattern double knit and chunky (2505),1.93,https://www.etsy.com/listing/996932212/pdf-instant-digital-download-4-dog-coats?click_key=f02fcfe2aa06016fb15a6cf76d6b3223c0a733d8%3A996932212&click_sum=5e5edb84&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-1-2&pop=1&sts=1,https://www.etsy.com/shop/PatternsFromDaisylin?ref=l2-about-shopname,"Wales, United Kingdom"
15,"Dog sweater pattern, Small and Medium dog sweater pattern, Pet stripe sweater crochet pattern, Cat crochet pattern, Sphynx cat sweater.",3.06,https://www.etsy.com/listing/1086884296/dog-sweater-pattern-small-and-medium-dog?click_key=330c04fbde3dcb7272ceebbea266c9be28b0811c%3A1086884296&click_sum=96cc729d&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-1-3&pro=1&sts=1,https://www.etsy.com/shop/CuteOutfitForDogs?ref=l2-about-shopname,Latvia
16,Icelandic Dog Sweater - lopapeysa - wool,54.57,https://www.etsy.com/listing/1061069109/icelandic-dog-sweater-lopapeysa-wool?click_key=632dbd2bf72bdfdfce1970ddc9f3e1ce573f8c5e%3A1061069109&click_sum=660fc0fd&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-1-4&frs=1&sts=1,https://www.etsy.com/shop/Anganora?ref=l2-about-shopname,"Reykjavik, Iceland"
17,Maglioncino 100% cashmere “Loro Piana”  per cani di piccola taglia handmade made in Italy cane piccolo small dog teacup jumper dog sweater,52.62,https://www.etsy.com/listing/809378141/maglioncino-100-cashmere-loro-piana-per?click_key=073979ca8af4dbac868c241c2e3859c839f425df%3A809378141&click_sum=4ffbf75e&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-1-5,https://www.etsy.com/shop/bebamazzanti66?ref=l2-about-shopname,"City of London, United Kingdom"
18,"Cable Knit Dog Overall, Knitted Dog Sweater, Designer Dog clothes, Pet Clothing, Dog Top and Bottom, Gray Dog Pullover, Turtleneck Sweater",32.40,https://www.etsy.com/listing/209705661/cable-knit-dog-overall-knitted-dog?click_key=b1c86e93af616c8bea38267b1c047e45a8f2fada%3A209705661&click_sum=c20584ae&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-1-6&pro=1&sts=1,https://www.etsy.com/shop/BubaDog?ref=l2-about-shopname,Europe
19,"knitting pattern, dogs coat, 3 dog coats in 3 sizes each, pdf, digital download, instant download",1.38,https://www.etsy.com/listing/544363757/knitting-pattern-dogs-coat-3-dog-coats?click_key=1964afa1eb1cf115b24250a1f5a7f0affa1e4db4%3A544363757&click_sum=f96b0117&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-1-7&bes=1,https://www.etsy.com/shop/Peachdesigncreate?ref=l2-about-shopname,"Stoke-on-Trent, United Kingdom"
20,Easy Dog Sweater Crochet Pattern | Pink Grey Dog Jumper | Beginner | Instant Digital Download PDF Pattern,4.51,https://www.etsy.com/listing/1108800798/easy-dog-sweater-crochet-pattern-pink?click_key=a9b09e224d1319dc3d917733d58f663396b2e8cc%3A1108800798&click_sum=2ff4ddb7&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-1-8&bes=1,https://www.etsy.com/shop/CrochetByKirby?ref=l2-about-shopname,"Leeds, United Kingdom"
21,Christmas wool dog sweater - wool dog sweater- Christmas dog jumper- small dog jumper - handknitted dog sweater- small dog sweater,48.27,https://www.etsy.com/listing/902570176/christmas-wool-dog-sweater-wool-dog?click_key=5a123d860c78f6bd6ac0e832285728e8e0596424%3A902570176&click_sum=011206a1&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-2-1,https://www.etsy.com/shop/Pupperito?ref=l2-about-shopname,"Copenhagen, Denmark"
22,PDF Crochet Pattern - Minnie’s turtleneck dog sweater- small dog / puppy clothes,3.13,https://www.etsy.com/listing/939768981/pdf-crochet-pattern-minnies-turtleneck?click_key=67892885a7039fdf7c63149d3ee127a838fbcbcc%3A939768981&click_sum=f3288364&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-2-2&sts=1,https://www.etsy.com/shop/MemoryLaneCrochetPDF?ref=l2-about-shopname,"Swansea, United Kingdom"
23,"Dinosaur knitted jumper for small dogs, dinosaur sweater for dog, dachshund dinosaur sweater for dogs",30.00,https://www.etsy.com/listing/658472502/dinosaur-knitted-jumper-for-small-dogs?click_key=daf6fbb5a715868fbafb185ae6bb812c6c5240d5%3A658472502&click_sum=ac0f5c55&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-2-3&sts=1,https://www.etsy.com/shop/dachshundknits?ref=l2-about-shopname,"Kyiv, Ukraine"
24,Nonbinari flag knit dog sweater Rainbow striped cat cardigan Pride pet Pride gifts for pets,44.00,https://www.etsy.com/listing/1248950621/nonbinari-flag-knit-dog-sweater-rainbow?click_key=4b5bef3e1f824ede08d53951a5fd1ed032d63935%3A1248950621&click_sum=5b08afa3&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-2-4&sts=1,https://www.etsy.com/shop/PrettyPetSweater?ref=l2-about-shopname,Ukraine
25,"44 Dog Clothes Patterns for All Sizes  - Create Individual Pattern for Your Pet - Shirt, Dress, Coat, Polo, Jacket, Overall Sewing Patterns",14.39,https://www.etsy.com/listing/973764441/44-dog-clothes-patterns-for-all-sizes?click_key=46932474dbd4ec7c16ce8ea9f92c9bd85dcf3ce1%3A973764441&click_sum=10c3b9a1&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-2-5&pro=1,https://www.etsy.com/shop/PatternsByLara?ref=l2-about-shopname,Ukraine
26,Wool Dog Sweater | Knitted Dog sweater | Gray Dog Sweater | Handmade Dog Sweater | Knit Dog Sweater | Custom Dog Sweater,38.20,https://www.etsy.com/listing/678938200/wool-dog-sweater-knitted-dog-sweater?click_key=6239dbd36512cd7f826f3fe670bf511d091b18ab%3A678938200&click_sum=5de722a0&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-2-6&frs=1,https://www.etsy.com/shop/CatellaPets?ref=l2-about-shopname,
27,"VENZEL: dog and cat sweater, jumper, handknitted soft thick cotton, fashion wear clothes, custom made to measure, personalised",41.47,https://www.etsy.com/listing/736124611/venzel-dog-and-cat-sweater-jumper?click_key=a6c309a9275a206842f437d368c82e157f47b9fa%3A736124611&click_sum=911f3f01&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-2-7,https://www.etsy.com/shop/LanaRoyals?ref=l2-about-shopname,
28,Loro Piana  100% cashmere per cani di piccola taglia handmade made in Italy cane piccolo small dog teacup jumper dog sweater,56.38,https://www.etsy.com/listing/861071648/loro-piana-100-cashmere-per-cani-di?click_key=01c0579d17f04a824a8c2e83b65fb249e6ea3a61%3A861071648&click_sum=8e5e9f5d&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-2-8,https://www.etsy.com/shop/bebamazzanti66?ref=l2-about-shopname,"City of London, United Kingdom"
29,"Personalization Dog Sweater,  Large Dog Sweater, Knitted Woolen Dog Sweater, Custom Dog Sweater",40.00,https://www.etsy.com/listing/786680653/personalization-dog-sweater-large-dog?click_key=baeb4adb6b62b9a9cb0a296e9c79ecebce4b112d%3A786680653&click_sum=d3e4e6da&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-3-1,https://www.etsy.com/shop/FamilyDogShop?ref=l2-about-shopname,"Kyiv, Ukraine"
30,Bear dog snood,15.66,https://www.etsy.com/listing/1107848103/bear-dog-snood?click_key=f582403bbd58f0d3aa1a44dc356aa07675a94e2f%3A1107848103&click_sum=3d544db0&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-3-2&bes=1,https://www.etsy.com/shop/SnugglySnoodsUKStore?ref=l2-about-shopname,"Bristol, United Kingdom"
31,MOPS & CO. Dog sweater sweater with sewing pattern in 10 sizes - sewing instructions puppies to strong dog firstloungeberlin,3.25,https://www.etsy.com/listing/768953311/mops-co-dog-sweater-sweater-with-sewing?click_key=44647d52a2e0a5b740e70eb288a7d080656bf071%3A768953311&click_sum=3674295a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-3-3&pro=1,https://www.etsy.com/shop/firstloungeberlin?ref=l2-about-shopname,"Walzenhausen, Switzerland"
32,XXS xs s m l xl  Rainbow Colorful Dog Sweater Clothing for Dog HandKnit Rabbit Guinea Pig Roar Dog Pullover Coat Chihuahua Teacup,17.80,https://www.etsy.com/listing/459264236/xxs-xs-s-m-l-xl-rainbow-colorful-dog?click_key=6d62d5a94033c4b55293d76ab369aa707fbb0539%3A459264236&click_sum=1f1da1c2&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-3-4&sts=1,https://www.etsy.com/shop/PoshDogBoutique?ref=l2-about-shopname,Bulgaria
33,Knitting Pattern - Hooded Dog Sweater,6.03,https://www.etsy.com/listing/881337287/knitting-pattern-hooded-dog-sweater?click_key=b23e38780b9e432b23bda29a6bd7863e1a374baa%3A881337287&click_sum=d603dd61&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-3-5&bes=1&sts=1,https://www.etsy.com/shop/DottyPatterns?ref=l2-about-shopname,"Leeds, United Kingdom"
34,PDF CROCHET PATTERN Chihuahua Granny Stripe Square Sweater Small Dog Jumper,3.76,https://www.etsy.com/listing/1244008058/pdf-crochet-pattern-chihuahua-granny?click_key=a1a08213a4601b5f29efbaf3212bf4543ffe3f9e%3A1244008058&click_sum=71957afb&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-3-6&pop=1&sts=1,https://www.etsy.com/shop/RiverBelleCrochet?ref=l2-about-shopname,"Nottingham, United Kingdom"
35,"Crochet dog sweater pattern, Cat clothes pattern, Striped crochet sweater for dogs, Crochet dog vest, Small Medium size",3.06,https://www.etsy.com/listing/1100199883/crochet-dog-sweater-pattern-cat-clothes?click_key=adf20712e792427cafd87debd20bfecd016d226c%3A1100199883&click_sum=47c9b755&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-3-7&pro=1&sts=1,https://www.etsy.com/shop/CuteOutfitForDogs?ref=l2-about-shopname,Latvia
36,Personalized Dog Clothes - Monogrammed Dog Sweater - Handmade Dog Clothes - Pet Clothing - Small dog sweater - Puppy sweater - BubaDog,27.90,https://www.etsy.com/listing/549399119/personalized-dog-clothes-monogrammed-dog?click_key=317f812d20b600fc63a5921a7c26a274aa526541%3A549399119&click_sum=92cccbaa&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-3-8&pro=1&sts=1,https://www.etsy.com/shop/BubaDog?ref=l2-about-shopname,Europe
37,"custom french bulldog shirt, custom pug shirt, custom dog shirt, fleece dog coat, winter dog shirt, hand made dog coat, warm dog sweater",38.20,https://www.etsy.com/listing/637644897/custom-french-bulldog-shirt-custom-pug?click_key=33a889accbcdc7ca9689eb08b218e032361dec74%3A637644897&click_sum=469d736d&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-4-1&sts=1,https://www.etsy.com/shop/DalindaDogFashion?ref=l2-about-shopname,"Genoa, Italy"
38,Knitting Pattern - Basic Dog Sweater,6.03,https://www.etsy.com/listing/767654089/knitting-pattern-basic-dog-sweater?click_key=978f9b0beb36b23cc2480f3020ca7dd13a66f734%3A767654089&click_sum=d4459ee7&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-4-2&pop=1&sts=1,https://www.etsy.com/shop/DottyPatterns?ref=l2-about-shopname,"Leeds, United Kingdom"
39,"Dog sweater pattern, 2 crochet sweaters for dogs and cat, Small and Medium dog sweater pattern, Cat crochet pattern, Sphynx cat sweater.",5.03,https://www.etsy.com/listing/1148307932/dog-sweater-pattern-2-crochet-sweaters?click_key=dac78bed927370f00685158b05b0b74563c9e662%3A1148307932&click_sum=7cf73112&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-4-3&pro=1&sts=1,https://www.etsy.com/shop/CuteOutfitForDogs?ref=l2-about-shopname,Latvia
40,Handmade knitted fluffy dog sweater/ costume for small dogs in faux fur -  Brown handknitted dog jumper /costume,57.23,https://www.etsy.com/listing/746245535/handmade-knitted-fluffy-dog-sweater?click_key=8255c06f85e5f2a3d4f91e67219933fe75a90c6f%3A746245535&click_sum=b60f3ffc&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-4-4,https://www.etsy.com/shop/Pupperito?ref=l2-about-shopname,"Copenhagen, Denmark"
41,"Dog onesie, Hand Knit Dog Overall, Yellow Dog Sweater, Dog clothes, Pet Clothing, Dog Pullover, Turtleneck Sweater, Cabled dog sweater",32.40,https://www.etsy.com/listing/610301501/dog-onesie-hand-knit-dog-overall-yellow?click_key=2d6906183256ec6df2d1f8d902400d923e323074%3A610301501&click_sum=8ba03bf5&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-4-5&pro=1&sts=1,https://www.etsy.com/shop/BubaDog?ref=l2-about-shopname,Europe
42,"Small Dog Top Sewing Pattern, Small Dog Clothes Pattern, Dog Sweater Pattern, Blouse Dog PDF, Clothes Pet, Top Dog PDF, Blouse Dog",3.00,https://www.etsy.com/listing/1162391597/small-dog-top-sewing-pattern-small-dog?click_key=fd0d8d7d0f95f938d4e8c830b1c3c1f21c1051e5%3A1162391597&click_sum=7b388148&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-4-6,https://www.etsy.com/shop/Palindromi?ref=l2-about-shopname,"Sofia, Bulgaria"
43,Caldo Maglioncino 100% cashmere per cani di piccola taglia handmade made in Italy cane piccolo small dog teacup jumper dog sweater,50.12,https://www.etsy.com/listing/792036388/caldo-maglioncino-100-cashmere-per-cani?click_key=5b4dfc7f8cbe5c854eef3eae0e1a3b7535de245b%3A792036388&click_sum=86da3cb0&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-4-7,https://www.etsy.com/shop/bebamazzanti66?ref=l2-about-shopname,"City of London, United Kingdom"
44,Pink Cable Knit Dog Sweater -Small Dog Sweater-Chihuahua sweater-Pet Sweater-Dog Costume Multiple sizes,21.00,https://www.etsy.com/listing/110612584/pink-cable-knit-dog-sweater-small-dog?click_key=fdbddf59c26414fdff6c88c6499fe5e85590b18f%3A110612584&click_sum=71111e09&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-4-8&sts=1,https://www.etsy.com/shop/Billeshop?ref=l2-about-shopname,
45,"Dog sweater pattern, Small and Medium dog sweater pattern, Sphynx cat clothes pattern, Crochet pattern for pets, Crochet dog sweater.",3.93,https://www.etsy.com/listing/1186567672/dog-sweater-pattern-small-and-medium-dog?click_key=f2a979ce8e54858799c47459d94e87c64591a62e%3A1186567672&click_sum=1843a810&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-5-1&pro=1&sts=1,https://www.etsy.com/shop/CuteOutfitForDogs?ref=l2-about-shopname,Latvia
46,"Handmade fluffy dog jumper in rainbow colors for small dogs, handknitted faux fur rainbow dog jumper for medium dogs, pride dog sweater",59.43,https://www.etsy.com/listing/897908494/handmade-fluffy-dog-jumper-in-rainbow?click_key=87618b390bd52040defa0e03e70d4f786550c24d%3A897908494&click_sum=cfb1336f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=dog+sweater&ref=search_in_grid-5-2,https://www.etsy.com/shop/Pupperito?ref=l2-about-shopname,"Copenhagen, Denmark"
